Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p571,http://www.fifa.com/associations/association=tca/development-activities/goal/index.html,Turks and Caicos Islands,LATIN AMER. & CARIB,Football academy,18.10.2011,Providenciales,"Extension of the existing academy facility. The project includes: dormitories, a cafeteria and lounge area, bathrooms, changing rooms and a beach soccer pitch",4,The objectives of this project are;- to reduce accommodation costs of the national teams and of visiting teams;- to complete the previous projects carried out by the association and FIFA,500000,0,132000,0,632000,234527,66,176,22,199,23,-44,TCA,2011
p572,http://www.fifa.com/associations/association=tca/development-activities/goal/index.html,Turks and Caicos Islands,LATIN AMER. & CARIB,Football pitch,15.03.2010,Providenciales,Installation of an artificial turf pitch at the national football academy,3,The objectives of this project are;- to reduce maintenance costs;- to maximise usage of the facility throughout the year and under all weather conditions,518000,78500,0,0,596500,596500,66,176,22,199,23,-44,TCA,2010
p573,http://www.fifa.com/associations/association=tca/development-activities/goal/index.html,Turks and Caicos Islands,LATIN AMER. & CARIB,Headquarters,15.03.2006,Providenciales,"Extension of the national football academy to consolidate the association headquarters. The project includes: additional security fencing, two main offices, a conference room, a kitchen and bathrooms",2,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,282000,0,0,0,282000,282000,66,176,22,199,23,-44,TCA,2006
p574,http://www.fifa.com/associations/association=tca/development-activities/goal/index.html,Turks and Caicos Islands,LATIN AMER. & CARIB,Football academy,01.05.2001,Providenciales,"Construction of an international-standard football pitch. The project includes: changing rooms, a storage area, a laundry room, lighting and security fencing",1,The objectives of this project are;- to generate revenues from sporting activities for development programmes;- to create a venue for training and other football-related activities,400000,38000,0,0,438000,438000,66,176,22,199,23,-44,TCA,2001
p575,http://www.fifa.com/associations/association=tga/development-activities/goal/index.html,Tonga,OCEANIA,Technical centre,18.03.2013,"Atele, Nuku'alofa, Tonga","The extension of the National Technical Centre includes fitness/gymnasium faciltities, and educational centre & conferece centre, futsal court, changing rooms, and medical facilities",4,- to increase the utilization of the Nat. Technical Centre and to provide infrastructure to facilitate Futsal activities as well grassroots and youth activities;- to provide facilities primarily for football activities;- to generate additional revenue tar,500000,0,0,0,500000,NA,17,196,99,184,-12,82,TON,2013
p576,http://www.fifa.com/associations/association=tga/development-activities/goal/index.html,Tonga,OCEANIA,Technical centre,02.06.2009,Nuku’alofa,"Completion of the work initiated under previous Goal projects. The project includes players’ accommodation, upgrading two natural turf pitches, furnishings and a gymnasium",3,"The objectives of this project are;-to improve the existing facilities and provide a quality playing surface;-to provide dormitory facilities for grassroots/youth residential programmes and activities (talented players from U-12 to U-20);-to increase opportunities for participation in organised competitions (all categories and levels).;-to increase capacity for local, national and confederation competition matches",400000,400,0,47114,400400,447513,17,196,99,184,-12,82,TON,2009
p577,http://www.fifa.com/associations/association=tga/development-activities/goal/index.html,Tonga,OCEANIA,Technical centre,17.02.2005,Nuku’alofa,"Completion of work initiated under Goal project I. The project includes: upgrade of natural turf pitch, player and match officials’ changing rooms, media and public facilities",2,"The objectives of this project are;-to improve the quality of natural turf pitches;-to increase opportunities to participate in organised competitions at all levels;-to increase capacity for local, national and regional competition matches;-to provide amenities and improved facilities for players, officials, media, sports medicine personnel and the public",400000,0,0,0,400000,400000,17,196,99,184,-12,82,TON,2005
p578,http://www.fifa.com/associations/association=tga/development-activities/goal/index.html,Tonga,OCEANIA,Headquarters,29.10.2001,Nuku’alofa,Construction of the national technical centre and headquarters. The project includes: four football pitches,1,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to provide adequate infrastructure for the organisation of youth development programmes and the training of the national teams,400000,13237,0,0,413237,413237,17,196,99,184,-12,82,TON,2001
p579,http://www.fifa.com/associations/association=tha/development-activities/goal/index.html,Thailand,ASIA (EX. NEAR EAST),Technical centre,26.10.2010,Bangkok,Purchase of equipment for the national technical centre,4,The objective of this project is;-to help the association to optimise the use of its technical centre,400000,85485,0,0,485485,NA,184,143,513,63,-80,329,THA,2010
p580,http://www.fifa.com/associations/association=tha/development-activities/goal/index.html,Thailand,ASIA (EX. NEAR EAST),IT projects,01.12.2009,Bangkok,Purchase of IT and office equipment to complete the headquarters,3,The objective of this project is;-to provide the headquarters with office equipment,400000,100000,0,0,500000,500000,184,143,513,63,-80,329,THA,2009
p581,http://www.fifa.com/associations/association=tha/development-activities/goal/index.html,Thailand,ASIA (EX. NEAR EAST),Headquarters,03.12.2006,Bangkok,Construction of the association’s headquarters near the national technical centre,2,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,361600,184,143,513,63,-80,329,THA,2006
p582,http://www.fifa.com/associations/association=tha/development-activities/goal/index.html,Thailand,ASIA (EX. NEAR EAST),Football pitch,01.05.2003,Bangkok,Installation of an artificial turf pitch at the national technical centre,1,The objectives of this project are;-to provide adequate facilities for the development of youth football;-to organise educational programmes,400000,76296,0,0,476296,476296,184,143,513,63,-80,329,THA,2003
p583,http://www.fifa.com/associations/association=tjk/development-activities/goal/index.html,Tajikistan,C.W. OF IND. STATES,Football academy,03.09.2013,"Dushanbe, Tajikistan","Extension of the Technical Centre and Spectator Gallery at Dushanbe (at the Goal Project II location). The project includes dressing rooms, a conference hall and living rooms for players.",3,"1) To establish youth training academy;2) To improve football facilities for players and spectators, and specially of the region;3) To improve conditions for organization of training and matches of national teams and club competitions",500000,0,0,0,500000,NA,215,137,254,139,2,39,TJK,2013
p584,http://www.fifa.com/associations/association=tjk/development-activities/goal/index.html,Tajikistan,C.W. OF IND. STATES,Football pitch,03.12.2006,Dushanbe,Installation of an artificial turf pitch in Dushanbe,2,The objective of this project is;-to support the league and enable matches to take place in an adequate environment,400000,40000,0,247000,440000,615250,215,137,254,139,2,39,TJK,2006
p585,http://www.fifa.com/associations/association=tjk/development-activities/goal/index.html,Tajikistan,C.W. OF IND. STATES,Headquarters,04.03.2002,Dushanbe,Construction of the association’s headquarters,1,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,400000,215,137,254,139,2,39,TJK,2002
p586,http://www.fifa.com/associations/association=tkm/development-activities/goal/index.html,Turkmenistan,C.W. OF IND. STATES,Headquarters,22.09.2004,Asgabat,Construction of the association’s headquarters;THIS PROJECT NEVER REALLY STARTED,2,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,NA,170,147,316,122,-25,146,TKM,2004
p587,http://www.fifa.com/associations/association=tkm/development-activities/goal/index.html,Turkmenistan,C.W. OF IND. STATES,Football pitch,04.07.2001,Asghabat,Installation of an artificial turf pitch at the Kopeddag stadium,1,The objective of this project is;-to support the league and enable matches to take place in an adequate environment,400000,37745,0,0,437745,437745,170,147,316,122,-25,146,TKM,2001
